PRT_ID,AREA,LATITUDE,LONGITUDE,DIST_MAINROAD,N_BEDROOM,N_BATHROOM,N_ROOM,SALE_COND,PARK_FACIL,BUILDTYPE,UTILITY_AVAIL,STREET,MZZONE,QS_ROOMS,QS_BATHROOM,QS_BEDROOM,QS_OVERALL,REG_FEE,COMMIS,SALES_PRICE,INT_SQFT,
P01349,Chrompet,12.951611,80.1461663,163,1,1,3,Adj Land,Yes,Commercial,AllPub,No Access,RM,2.2,3.9,2.6,3,330257,146781,12231750,883,
P06359,Karapakkam,12.9190519,80.2300343,78,1,1,2,AbNormal,No,House,NoSewr ,No Access,RM,3.3,3.5,2.8,3.16,163781,126798,5283250,532,
P07633,KK Nagar,13.0410013,80.1993919,125,3,2,5,Partial,No,House,NoSeWa,Paved,RL,3.8,4.7,4.1,4.19,478526,191410,9570520,1925,
P03506,Chrompet,12.951611,80.1461663,4,1,1,3,Partial,Yes,Others,ELO,Gravel,RL,2.8,5,2.6,3.62,255900,147634,9842290,1067,
P00945,Chrompet,12.951611,80.1461663,106,1,1,3,AdjLand,No,Commercial,NoSeWa,Gravel,RL,4.3,3.1,3.6,3.61,320872,188097,11064550,801,
P07664,KK Nagar,13.0410013,80.1993919,122,2,1,4,Normal Sale,Yes,Others,AllPub,Gravel,RH,2.3,4.9,2.4,3.12,406831,117767,10706080,1536,
P08182,Velachery,12.9754605,80.2207047,123,2,1,4,AdjLand,Yes,Others,AllPub,No Access,RL,4.4,2.6,3.9,3.44,383550,118015,9834610,1505,
P05965,Chrompet,12.951611,80.1461663,120,1,1,3,AbNormal,No,Commercial,AllPub,No Access,RM,2.4,3.6,2.1,2.79,285484,65881,10980150,849,
P03453,Velachery,12.9754605,80.2207047,100,2,1,4,Partial,No,Others,NoSewr ,Gravel,RH,2.2,4.8,4.9,4.18,330628,151910,8935900,1514,
P05203,Chrompet,12.951611,80.1461663,14,1,1,3,AbNormal,No,Commercial,AllPub,No Access,RH,3.5,3.5,2.9,3.32,350584,120891,12089100,1181,
P05391,T Nagar,13.0417591,80.2340761,131,1,1,4,Partial,No,House,NoSeWa,Gravel,RL,2.1,2.2,2.6,2.35,442768,215401,11966700,1773,
P02507,Anna Nagar,13.0849557,80.2101342,29,2,1,5,Partial,No,House,NoSewr ,Gravel,RL,3.7,4.6,4.3,4.165,459184,89286,12755110,1906,
P05315,Chrompet,12.951611,80.1461663,31,1,1,3,Family,No,Comercial,NoSewr ,Paved,RM,2.3,4.6,3.7,3.64,416384,50471,12617700,1061,
P06022,Velachery,12.9754605,80.2207047,6,2,1,4,AbNormal,Yes,Commercial,NoSeWa,Paved,A,2.5,3.7,3.4,3.31,391798,106854,11872680,1520,
P03355,KK Nagar,13.0410013,80.1993919,187,2,1,4,Family,Yes,Commercial,AllPub,Paved,RH,4.9,3.8,2.9,3.77,556245,203504,13566940,1564,
P10017,Velachery,12.9754605,80.2207047,4,3,2,5,Family,Yes,Others,ELO,Gravel,C,3.9,4.4,3.6,4.04,372988,181454,10080770,1900,
P07252,Chrompet,12.951611,80.1461663,5,1,1,3,Normal Sale,Yes,Others,NoSewr ,Paved,RH,3.6,3.2,4.8,3.8,297440,99147,9914650,1120,
P05898,Karapakkam,12.9190519,80.2300343,93,1,1,3,Family,No,Others,ELO,Paved,C,2.5,2.4,3.5,2.87,230174,90999,5352875,1147,
P00328,Chrompet,12.951611,80.1461663,41,1,1,3,Normal Sale,No,House,NoSewr ,No Access,RM,4.3,3.3,2.5,3.36,263488,110495,8499600,1087,
P01902,Karapakkam,12.9190519,80.2300343,40,1,1,3,Partial,Yes,House,AllPub,No Access,RH,2,2.6,2.1,2.22,199072,93315,6221000,955,
P04044,Karapakkam,12.9190519,80.2300343,121,1,1,2,Normal Sale,No,Other,NoSewr ,Gravel,C,3.4,3.6,3.1,3.34,179083,105613,4591875,545,
P07775,KK Nagar,13.0410013,80.1993919,169,2,1,4,AbNormal,No,Commercial,AllPub,Gravel,RL,3.4,4.5,2.6,3.41,493283,199980,13331980,1494,
P02496,Karapakkam,12.9190519,80.2300343,200,2,2,4,Partial,Yes,Commercial,NoSewr ,Paved,RL,3.8,2.2,2.1,2.64,464240,185696,13264000,1649,
P02517,Adyar,13.0011774,80.2564957,120,2,2,4,Family,Yes,Commercial,NoSeWa,Paved,RM,3.5,3.7,2.1,2.84,532003,182876,16625090,1297,
P02248,Karapakkam,12.9190519,80.2300343,156,1,1,2,Family,No,Others,ELO,Gravel,A,3.8,2.9,2.2,2.89,153391,63601,3741250,676,
P02386,Anna Nagar,13.0849557,80.2101342,181,1,1,4,Family,Yes,House,AllPub,No Access,RM,4.7,4.1,3,3.87,420380,168152,12010860,1523,
P01885,Anna Nagar,13.0849557,80.2101342,126,1,1,4,Normal Sale,No,Others,ELO,No Access,RL,3,2.6,4.9,3.66,335667,186482,12432100,1704,
P05331,Karapakkam,12.9190519,80.2300343,105,1,1,2,Partial,Yes,Others,AllPub,No Access,RH,2.4,3.9,3.1,3.13,314635,77054,6421125,827,
P01182,Chrompet,12.951611,80.1461663,126,1,1,3,AdjLand,No,House,ELO,No Access,RL,2.5,4.7,4.6,4.01,229494,76498,7649800,897,
P05728,Karapakkam,12.9190519,80.2300343,134,1,1,3,Normal Sale,Yes,House,ELO,Paved,RH,4.5,2.8,3.8,3.71,234927,177975,7119000,1024,
P01508,KK Nagar,13.0410013,80.1993919,101,2,1,4,Partial,Yes,Others,NoSeWa,Paved,RM,2.4,4.1,2.2,2.83,369201,156631,11187900,1707,
P00757,T Nagar,13.0417591,80.2340761,75,2,1,5,AbNormal,Yes,House,ELO,No Access,RL,3.6,3.4,4.4,3.91,316834,215447,12673360,1838,
P02289,Karapakkam,12.9190519,80.2300343,86,2,2,4,Family,No,Others,ELO,Paved,RH,2.8,3.9,3,3.21,275538,94470,7872500,1680,
P08529,Anna Nagar,13.0849557,80.2101342,58,1,1,4,AdjLand,Yes,House,ELO,Gravel,RM,3.9,4.4,3,3.665,367007,211735,14115670,1617,
P06242,Chrompet,12.951611,80.1461663,185,1,1,3,AbNormal,No,Others,AllPub,Gravel,RH,3.2,2,2.6,2.54,276177,100428,8368990,927,
P09436,Adyar,13.0011774,80.2564957,67,1,1,3,Partial,No,Commercial,ELO,Gravel,RM,4.3,3.9,4.7,4.42,399300,84700,12099995,873,
P02893,Anna Nagar,13.0849557,80.2101342,16,2,1,5,Partial,Yes,Commercial,AllPub,No Access,RM,3.3,2.4,2.4,2.715,765080,297531,21252230,1841,
P03251,Karapakkam,12.9190519,80.2300343,115,1,1,2,AdjLand,No,Others,ELO,No Access,C,4.2,3,2.4,3.12,164841,84337,3833500,712,
P01367,Anna Nagar,13.0849557,80.2101342,200,2,1,5,Family,Yes,Others,ELO,No Access,RL,3.3,3.8,3.3,3.425,525072,201951,13463390,1860,
P03066,Velachery,12.9754605,80.2207047,149,2,1,4,AdjLand,Noo,House,ELO,No Access,A,2.2,4.7,5,4.17,194043,51745,6468090,1774,
P08574,Anna Nagar,13.0849557,80.2101342,102,1,1,4,Normal Sale,Yes,Commercial,NoSewr ,Gravel,RM,5,2.9,2.4,3.435,704239,132045,22007470,1781,
P08078,KK Nagar,13.0410013,80.1993919,192,2,1,4,Normal Sale,Yes,House,NoSewr ,Gravel,RH,4.1,3.7,3.7,3.82,417788,102126,9284180,1351,
P07161,KK Nagar,13.0410013,80.1993919,87,4,2,6,Partial,No,House,AllPub,Paved,RL,3.2,4.4,3.2,3.56,408874,110507,11050660,2263,
P06209,KK Nagar,13.0410013,80.1993919,155,3,2,5,AbNormal,No,Others,AllPub,Paved,RM,3.7,4.3,2.6,3.44,383913,93070,11633740,1956,
P03385,Karapakkam,12.9190519,80.2300343,122,1,1,3,Family,Yes,Others,ELO,No Access,RM,4.9,4.8,3,4.11,378885,201534,8061375,1199,
P02134,Chrompet,12.951611,80.1461663,151,1,1,3,Normal Sale,Yes,Commercial,NoSewr ,No Access,RL,4.7,2.6,4.4,3.77,315790,97166,12145750,960,
P05859,Karapakkam,12.9190519,80.2300343,124,1,1,3,Family,No,Commercial,NoSeWa,Paved,RL,4.6,3.2,2.8,3.46,378061,101431,9221000,1053,
P02864,KK Nagar,13.0410013,80.1993919,173,3,2,5,Family,Yes,Commercial,AllPub,Paved,RL,4.2,3.2,4.6,4.06,733335,233334,16666700,1944,
P07124,Chrompet,12.951611,80.1461663,41,1,1,2,AdjLand,No,Others,NoSeWa,No Access,RM,2.5,2.1,4.1,2.82,222866,69165,7685050,780,
P09689,Velachery,12.9754605,80.2207047,59,3,2,5,AbNormal,Yes,Others,NoSewr ,Paved,A,4.4,3.5,3,3.58,321605,91887,9188710,1868,
P03445,Karapakkam,12.9190519,80.2300343,49,1,1,2,Partial,Yes,House,AllPub,No Access,RM,3.4,5,4.6,4.36,311028,136075,6479750,511,
P05404,Adyar,13.0011774,80.2564957,180,1,1,3,AdjLand,No,Commercial,ELO,Gravel,C,3.3,3.5,3.3,3.34,435812,44699,11174665,951,
P00662,Chrompet,12.951611,80.1461663,6,1,1,3,Partial,No,House,NoSeWa,Paved,RM,4.2,4.9,3,4.12,273608,27361,9120250,1150,
P06726,Anna Nagar,13.0849557,80.2101342,4,1,1,4,Normal Sale,Yes,House,ELO,Gravel,RM,4.4,3.4,4,3.99,514431,185767,14289740,1758,
P02137,Karapakkam,12.9190519,80.2300343,171,1,1,2,AdjLand,Yes,House,ELO,Gravel,RH,4.3,3.8,4,4.03,318582,101367,7240500,703,
P00511,Chrompet,12.951611,80.1461663,53,1,1,3,AdjLand,No,House,AllPub,No Access,RL,3.3,5,3.8,4.13,206319,71418,7935350,973,
P07165,Adyar,13.0011774,80.2564957,28,1,1,3,AdjLand,Yes,Commercial,AllPub,Gravel,RH,4.9,2.3,3.5,3.68,588652,30187,15093640,1128,
P04305,Karapakkam,12.9190519,80.2300343,29,1,1,2,AdjLand,Yes,House,NoSeWa,No Access,RL,2.4,3.9,2.4,2.85,270450,92068,5754250,578,
P00868,T Nagar,13.0417591,80.2340761,193,1,1,4,Partial,No,Others,NoSeWa,No Access,RL,3.4,4.6,4.8,4.33,324589,84153,12021830,1669,
P04993,Adyar,13.0011774,80.2564957,103,1,1,3,Family,Yes,House,NoSeWa,No Access,C,4.9,2.6,4.1,4.04,233677,30152,7537975,1096,
P01021,Anna Nagar,13.0849557,80.2101342,58,1,1,4,Partial,No,Others,NoSeWa,No Access,RH,2.4,2.8,3.9,3.1,379894,141103,10854110,1595,
P00103,Anna Nagar,13.0849557,80.2101342,77,2,1,5,AbNormal,Yes,Others,NoSeWa,Gravel,RM,2.3,4,3.9,3.365,592927,140430,15603340,1825,
P00551,Chrompet,12.951611,80.1461663,157,2,1,4,Family,Yes,Others,AllPub,No Access,RL,3.6,2.4,4.9,3.51,350992,170178,10636110,1298,
P08724,T Nagar,13.0417591,80.2340761,82,2,1,5,Normal Sale,No,House,NoSewr ,No Access,RL,4.8,3.6,5,4.59,314366,151361,11643180,1812,
P02621,Karapakkam,12.9190519,80.2300343,166,1,1,3,AdjLand,Yes,Commercial,AllPub,No Access,RL,4.1,2,2.5,2.83,383080,124501,9577000,975,
P02078,KK Nagar,13.0410013,80.1993919,76,3,2,5,AbNormal,No,House,AllPub,Gravel,RM,2.2,4.5,2.5,3.01,447573,196496,10916420,1830,
P02987,Karapakkam,12.9190519,80.2300343,34,1,1,3,Family,No,Commercial,NoSewr ,No Access,A,2.8,4.3,3.3,3.45,305540,112239,6235500,1054,
P09298,Anna Nagar,13.0849557,80.2101342,55,2,1,5,Family,No,House,AllPub,No Access,RL,3.9,4.6,3.1,3.755,366639,201060,11827050,1852,
P00356,Chrompet,12.951611,80.1461663,76,1,1,3,Normal Sale,Yes,House,ELO,Gravel,RH,4.7,2.2,2.3,2.98,294726,80380,8931100,1057,
P09104,Anna Nagar,13.0849557,80.2101342,111,1,1,4,AdjLand,Yes,House,NoSeWa,Gravel,RM,4.8,4.5,3.5,4.205,472872,108085,13510630,1616,
P02992,Velachery,12.9754605,80.2207047,162,2,1,4,AdjLand,Yes,House,NoSeWa,Gravel,A,4.2,2.3,4.1,3.32,228862,122060,7628730,1500,
P08911,Chrompet,12.951611,80.1461663,85,1,1,2,Normal Sale,No,Others,NoSeWa,Gravel,RM,4.1,3.6,4.6,4.05,223756,49724,8287250,750,
P08384,Chrompet,12.951611,80.1461663,82,2,1,4,AdjLand,Yes,Others,AllPub,No Access,RL,2,2.7,2.8,2.52,280304,31145,10381640,1262,
P07827,Anna Nagar,13.0849557,80.2101342,111,1,1,4,Normal Sale,Yes,Others,AllPub,No Access,RH,2.7,2.2,4,3.095,351572,138117,12556130,1700,
P07679,Anna Nagar,13.0849557,80.2101342,8,1,1,4,AdjLand,Yes,Commercial,AllPub,No Access,RM,4,3.7,3.9,3.885,679270,199785,19978530,1605,
P07311,Chrompet,12.951611,80.1461663,60,1,1,3,Partial,No,House,NoSewr ,No Access,RH,2.1,2.3,4.8,2.99,235635,81000,7363600,1192,
P06994,Chrompet,12.951611,80.1461663,56,1,1,3,Partial,No,House,AllPub,No Access,RL,4.8,2.4,2,3,201739,85351,7759200,1199,
P06604,Chrompet,12.951611,80.1461663,94,1,1,3,Normal Sale,No,Others,NoSeWa,Gravel,RL,3.5,3.2,4.5,3.68,302283,146562,9160100,980,
P07892,Velachery,12.9754605,80.2207047,47,2,1,4,AdjLand,Yes,Commercial,NoSewr ,Paved,RM,3.2,3.7,2.5,3.22,511819,210749,15053510,1539,
P09139,Chrompet,12.951611,80.1461663,0,1,1,3,AdjLand,Yes,Commercial,AllPub,Gravel,RL,3.9,3.5,2.5,3.32,364120,62779,12555850,824,
P01368,Chrompet,12.951611,80.1461663,95,1,1,3,Family,Yes,House,ELO,No Access,RL,2.7,4,2.3,3.1,218608,52466,8744300,1124,
P04367,Karapakkam,12.9190519,80.2300343,38,2,2,4,AdjLand,No,Commercial,ELO,Gravel,RL,3.6,4.5,2.6,3.47,464056,219816,12212000,1397,
P07344,KK Nagar,13.0410013,80.1993919,39,2,1,4,Normal Sale,No,House,NoSeWa,Gravel,RL,2.7,3.7,4.2,3.6,439801,116682,8975540,1419,
P03225,Karapakkam,12.9190519,80.2300343,60,1,1,3,Partial,No,Others,NoSeWa,Gravel,C,4.7,4.9,3.6,4.32,233795,92288,6152500,1214,
P02781,KK Nagar,13.0410013,80.1993919,108,2,1,4,Family,No,Others,AllPub,Gravel,RM,4.6,2.6,4.7,4.04,476597,162476,10831740,1512,
P04673,Karapakkam,12.9190519,80.2300343,175,1,1,2,AbNormal,No,Others,ELO,Paved,I,4.2,5,2.4,3.72,171171,64768,4626250,574,
P04023,Karapakkam,12.9190519,80.2300343,24,2,2,4,Normal Sale,No,Commercial,NoSeWa,Paved,C,3.2,4.8,3.1,3.64,427538,119313,9942750,1446,
P09210,Chrompet,12.951611,80.1461663,150,1,1,3,AbNormal,Yes,Commercial,AllPub,No Access,RH,2.1,2.2,4.3,2.8,365086,182543,13038800,1138,
P07155,T Nagar,13.0417591,80.2340761,166,1,1,4,AdjLand,Yes,Commercial,NoSeWa,No Access,RH,3.3,2.2,4.1,3.385,506149,292009,19467250,1773,
P01177,Chrompet,12.951611,80.1461663,19,1,1,3,Family,No,House,AllPub,No Access,RL,4.7,2.2,3.4,3.31,176408,70563,7056300,879,
P10019,Velachery,12.9754605,80.2207047,69,2,1,4,AbNormal,Yes,Others,NoSewr ,Gravel,RM,2.3,4.8,3.9,3.91,477933,238967,11948330,1744,
P02740,KK Nagar,13.0410013,80.1993919,197,2,1,4,AbNormal,Yes,House,NoSeWa,Gravel,RL,3.1,3.3,5,3.92,362454,223868,10660400,1751,
P02278,Karapakkam,12.9190519,80.2300343,192,2,2,4,Normal Sale,Yes,House,ELO,No Access,RL,2.4,3.1,4.6,3.49,351194,167235,8361750,1541,
P04707,Karapakkam,12.9190519,80.2300343,115,2,2,4,Partial,Yes,Commercial,NoSewr ,Paved,RL,4.2,3.8,2.3,3.32,592898,105404,13175500,1625,
P04409,Karapakkam,12.9190519,80.2300343,131,1,1,2,AdjLand,Yes,Commercial,ELO,Paved,A,2.6,4.6,2.8,3.28,235229,48252,6031500,675,
P04798,Karapakkam,12.9190519,80.2300343,112,1,1,2,Partial,Yes,Commercial,AllPub,Gravel,RH,2.8,2.9,3.3,3.03,366459,186969,7478750,543,
P04805,Karapakkam,12.9190519,80.2300343,132,1,1,3,AbNormal,Yes,Commercial,NoSeWa,No Access,RL,3.7,3.3,3.4,3.46,293400,117360,9780000,1087,
P01049,Chrompet,12.951611,80.1461663,163,1,1,3,Partial,Yes,House,AllPub,Paved,RH,2.5,4.9,2.2,3.37,241196,94756,8614150,1083,
P08245,KK Nagar,13.0410013,80.1993919,57,4,2,6,AbNormal,No,Others,NoSeWa,Paved,RM,3.5,4.7,3.1,3.7,647641,194292,12952820,2451,
P09332,T Nagar,13.0417591,80.2340761,3,1,1,4,Normal Sale,Yes,House,NoSeWa,No Access,RL,4.7,2.5,4.3,3.97,441717,131321,11938300,1562,
P03857,KK Nagar,13.0410013,80.1993919,35,2,1,4,Normal Sale,Yes,Others,AllPub,Paved,RL,4.7,3,4.9,4.27,481464,164135,10942360,1600,
P02849,T Nagar,13.0417591,80.2340761,117,1,1,4,Normal Sale,Yes,Commercial,NoSewr ,Paved,RM,5,2.5,2.2,3.233333333,670549,256386,19722030,1624,
P01329,Chrompet,12.951611,80.1461663,144,2,1,4,Family,No,Commercial,ELO,Gravel,RL,2.5,2.1,2.7,2.4,338361,162413,13534450,1216,
P05836,KK Nagar,13.0410013,80.1993919,78,2,1,4,AdjLand,Yes,House,NoSeWa,Gravel,RM,4.2,3.1,3.1,3.43,364061,256984,10707680,1333,
P05618,KK Nagar,13.0410013,80.1993919,49,2,1,4,AbNormal,No,House,NoSeWa,Paved,RM,4.6,2.9,2.5,3.25,351406,180452,9497460,1564,
P02176,KK Nagar,13.0410013,80.1993919,195,2,1,4,Partial,No,House,NoSeWa,Gravel,RH,2.9,3,2.1,2.61,295440,174234,7575380,1366,
P09431,Adyar,13.0011774,80.2564957,30,2,2,4,Partial,Yes,House,NoSewr ,Paved,C,3.8,4.9,4,4.233333333,251387,25139,8379570,1277,
P02646,Karapakkam,12.9190519,80.2300343,38,1,1,3,Partial,No,Commercial,AllPub,Gravel,A,4.8,3.1,2.7,3.45,389091,211463,8458500,1245,
P01874,Karapakkam,12.9190519,80.2300343,199,1,1,3,Family,No,Others,ELO,No Access,RM,4.1,3.2,4.7,4.07,343136,99128,7625250,1314,
P00763,Chrompet,12.951611,80.1461663,56,1,1,3,Partial,No,Commercial,AllPub,Paved,RL,2.1,5,4.6,4.01,304446,187351,11709450,967,
P03025,Karapakkam,12.9190519,80.2300343,88,2,2,4,Normal Sale,No,House,AllPub,No Access,RL,3.4,2.9,2,2.69,295355,147677,7032250,1511,
P03721,Karapakkam,12.9190519,80.2300343,75,1,1,3,AdjLand,No,House,AllPub,Paved,RM,2.3,3.9,3,3.06,240459,116351,7756750,1067,
P07786,Chrompet,12.951611,80.1461663,21,1,1,3,Family,Yes,Others,AllPub,Paved,RM,3.8,2.3,2.1,2.69,347043,168263,10516450,1005,
P01864,Karapakkam,12.9190519,80.2300343,156,1,1,3,AdjLand,Yes,Commercial,NoSeWa,Gravel,RM,3.8,3.6,3.1,3.46,437803,153823,11832500,1148,
P02325,Velachery,12.9754605,80.2207047,117,2,1,4,Family,Yes,Others,NoSewr ,No Access,C,2.8,3.4,3.1,3.16,261449,171576,8170290,1501,
P02845,KK Nagar,13.0410013,80.1993919,139,2,1,4,Partial,No,Commercial,NoSeWa,Gravel,RM,5,3.9,2.3,3.59,655219,111527,13940820,1559,
P08717,Anna Nagar,13.0849557,80.2101342,130,2,1,5,Partial,No,Commercial,ELO,No Access,RM,4.6,4.8,3,4.01,815506,183489,20387660,1942,
P00981,T Nagar,13.0417591,80.2340761,6,1,1,4,Family,No,House,NoSewr ,No Access,RM,2.1,4.2,3.9,3.435,310477,133062,11088470,1536,
P09398,Velachery,12.9754605,80.2207047,89,3,2,5,AbNormal,Yes,Others,NoSeWa,No Access,C,3.8,3.5,3.8,3.67,283708,159586,8865880,1833,
P08011,Chrompet,12.951611,80.1461663,187,1,1,3,Normal Sale,No,House,ELO,No Access,RH,2.8,4.7,2.6,3.5,199786,87406,6243300,831,
P00910,Anna Nagar,13.0849557,80.2101342,162,1,1,4,AbNormal,Yes,Others,NoSeWa,Gravel,RL,2.2,4.3,3.3,3.165,388877,239309,14956820,1785,
P00300,Chrompet,12.951611,80.1461663,108,1,1,3,Family,Yes,Others,NoSeWa,Gravel,RL,2.3,2.4,4.2,2.91,310954,106890,9717300,935,
P06173,KK Nagar,13.0410013,80.1993919,115,4,2,6,Family,No,House,NoSeWa,Gravel,RL,2.5,2.3,3.6,2.88,568053,189351,11834440,2409,
P04958,Velachery,12.9754605,80.2207047,56,2,1,4,Normal Sale,Yes,House,ELO,Paved,RL,4.3,4.1,4.9,4.39,367373,99290,9929000,1760,
P00475,T Nagar,13.0417591,80.2340761,86,2,1,5,AbNormal,Yes,House,NoSeWa,Paved,RM,4.4,3.1,2.3,3.13,407367,126424,14047140,1920,
P06042,Karapakkam,12.9190519,80.2300343,51,2,2,4,Normal Sale,No,House,NoSeWa,No Access,RM,2.2,4.4,4.6,3.82,301592,64627,7180750,1352,
P00569,Chrompet,12.951611,80.1461663,186,1,1,2,Normal Sale,Yes,Others,AllPub,Gravel,RM,4,2.9,3.2,3.32,276144,95222,9522210,708,
P09151,Velachery,12.9754605,80.2207047,74,2,1,4,AbNormal,No,Others,AllPub,No Access,A,2.1,4.8,3.2,3.65,247375,108227,7730470,1798,
P07802,Chrompet,12.951611,80.1461663,163,1,1,3,AdjLand,No,Others,NoSewr ,Paved,RM,3.1,4.2,3.3,3.6,252009,45002,9000320,901,
P06781,Chrompet,12.951611,80.1461663,189,2,1,4,Partial,Yes,Commercial,NoSewr ,No Access,RH,4.8,4.1,2.6,3.86,361780,120593,13399250,1270,
P09163,Chrompet,12.951611,80.1461663,163,1,1,3,Normal Sale,Yes,House,ELO,No Access,RH,4.1,4.7,3.3,4.1,219626,58567,7320850,802,
P00217,Chrompet,12.951611,80.1461663,112,1,1,3,Normal Sale,No,Commercial,AllPub,Paved,RH,3.2,4.9,2.4,3.64,349019,132387,12035150,1094,
P06457,Karapakkam,12.9190519,80.2300343,147,1,1,2,AdjLand,No,Others,ELO,Gravel,A,3.5,3.6,2.9,3.29,148682,108132,4505500,666,
P09127,Velachery,12.9754605,80.2207047,112,2,1,4,Family,Yes,House,ELO,Paved,I,2.2,4.9,3.5,3.81,339496,59412,8487410,1655,
P06557,KK Nagar,13.0410013,80.1993919,130,2,1,4,AbNormal,No,Commercial,NoSeWa,Paved,RH,4.2,3.3,2.5,3.25,497784,140401,12763700,1622,
P02349,KK Nagar,13.0410013,80.1993919,140,4,2,6,Family,No,Commercial,AllPub,Paved,RM,2.8,2.7,4.6,3.49,853017,426508,18543840,2364,
P05786,Karapakkam,12.9190519,80.2300343,37,2,2,4,Family,Yes,Others,AllPub,Paved,RL,2.1,4.3,2.9,3.08,322767,206212,8965750,1442,
P08217,KK Nagar,13.0410013,80.1993919,140,2,1,4,Partial,No,Commercial,NoSewr ,Gravel,RH,4.8,4.7,2.6,3.89,588659,240815,13378620,1614,
P06280,Velachery,12.9754605,80.2207047,175,2,1,4,Normal Sale,No,Commercial,ELO,Gravel,RH,3.8,2.3,3.3,2.98,461998,250799,13199950,1567,
P01571,Karapakkam,12.9190519,80.2300343,178,1,1,2,Family,Yes,Commercial,NoSewr ,No Access,C,4.6,4,4.5,4.38,276029,67599,5633250,677,
P05767,KK Nagar,13.0410013,80.1993919,18,4,2,6,AbNormal,Yes,Others,NoSewr ,Gravel,RM,4.2,3.8,4.1,4.04,533416,259500,14416660,2333,
P06423,Karapakkam,12.9190519,80.2300343,171,1,1,3,Normal Sale,Yes,Commercial,AllPub,No Access,C,3.6,2.1,3.5,3.11,461678,216706,9422000,1270,
P01218,Chrompet,12.951611,80.1461663,68,1,1,3,Normal Sale,No,Others,ELO,Paved,RM,2.9,4.7,3.7,3.86,254496,81802,9089140,1022,
P09342,Chrompet,12.951611,80.1461663,2,1,1,3,Partial,Yes,House,AllPub,Gravel,RL,2.2,3.3,2.6,2.76,309800,77450,9681250,1000,
P01961,KK Nagar,13.0410013,80.1993919,194,2,1,4,Family,No,Others,NoSewr ,Gravel,RH,3.3,2.7,3.3,3.12,399454,115398,8876760,1429,
P04565,T Nagar,13.0417591,80.2340761,24,1,1,4,Normal Sale,Yes,Commercial,AllPub,Gravel,RM,4,2.6,3.3,3.335,580088,340052,20003050,1515,
P03764,Adyar,13.0011774,80.2564957,120,1,1,3,Partial,Yes,Commercial,ELO,No Access,RM,3.2,3,5,4.06,481043,148013,12334440,888,
P05130,Karapakkam,12.9190519,80.2300343,200,1,1,2,Partial,No,Commercial,AllPub,Paved,RL,2.7,3.8,3.2,3.23,370342,188950,7558000,712,
P01268,T Nagar,13.0417591,80.2340761,20,1,1,4,AdjLand,Yes,Commercial,NoSewr ,Paved,RL,2.1,3.1,2.7,2.62,654689,277747,19839060,1685,
P04032,KK Nagar,13.0410013,80.1993919,10,2,1,4,AbNormal,No,Commercial,AllPub,Gravel,RL,2.3,2.5,2,2.24,515696,298561,13570940,1483,
P02536,Adyar,13.0011774,80.2564957,191,1,1,3,AbNormal,No,Commercial,NoSewr ,Paved,C,2.9,3.5,2.8,2.97,330932,155124,10341610,990,
P03852,Karapakkam,12.9190519,80.2300343,179,1,1,3,AbNormal,No,Commercial,ELO,No Access,A,3.6,2.3,4.9,3.73,210218,112116,7007250,1157,
P03350,Karapakkam,12.9190519,80.2300343,144,2,2,4,Normal Sale,No,Commercial,ELO,Paved,I,2.3,2,5,3.29,348871,219291,9967750,1350,
P07442,KK Nagar,13.0410013,80.1993919,104,2,1,4,AdjLand,No,Commercial,NoSeWa,Paved,RM,2.8,2.2,3.4,2.86,677199,323878,14721720,1702,
P01607,T Nagar,13.0417591,80.2340761,153,1,1,4,AbNormal,Yes,Others,NoSeWa,Paved,RL,2.2,4.8,4.8,4.02,407522,98367,14052490,1779,
P05955,Karapakkam,12.9190519,80.2300343,85,2,2,4,AdjLand,Yes,Others,AllPub,Paved,I,4.8,2.7,2,3.05,343445,179900,8177250,1356,
P06115,Chrompet,12.951611,80.1461663,80,1,1,2,AdjLand,No,Commercial,NoSeWa,Paved,RH,3.3,3.3,4.2,3.57,248758,119772,9213250,713,
P02296,Adyar,13.0011774,80.2564957,80,1,1,3,Partial,Yes,Others,NoSewr ,Gravel,RM,3.1,3.8,5,4.19,400359,32462,10820520,969,
P08156,KK Nagar,13.0410013,80.1993919,144,1,1,3,Normal Sale,Yes,House,AllPub,Gravel,RH,3.5,4.9,2,3.32,367502,110251,9187560,1324,
P00146,Chrompet,12.951611,80.1461663,93,1,1,3,Family,No,Commercial,NoSeWa,Gravel,RM,4.3,4.9,5,4.75,423741,211871,14124700,1156,
P04708,Karapakkam,12.9190519,80.2300343,124,1,1,3,Normal Sale,Yes,Commercial,NoSeWa,Gravel,A,4.1,4.1,2,3.26,415212,247150,9886000,1327,
P06065,Karapakkam,12.9190519,80.2300343,89,1,1,3,Partial,No,Commercial,ELO,Paved,RM,2,2,3.5,2.6,294508,104503,9500250,1117,
P01120,Chrompet,12.951611,80.1461663,108,2,1,4,Family,No,Commercial,NoSeWa,Gravel,RL,3.1,4.8,3.1,3.78,470544,161750,14704500,1284,
P01257,Anna Nagar,13.0849557,80.2101342,0,2,1,5,AdjLand,Yes,House,NoSeWa,Gravel,RM,4.9,2.8,2.3,3.335,472352,167609,15237150,1983,
